UserID,TotalCourses,TotalSpending,CategoryDiversity,AvgRating,PreferredCategory,PreferredLevel,Cluster,Segment
U00887,1,0.0,1,2.14,5,1,0,Inactive Learners
U00888,4,491.68,3,3.525,7,0,2,Beginner Learners
U00889,1,0.0,1,3.02,3,2,3,Career Focused Learners
U00890,2,299.57,2,2.51,3,1,3,Career Focused Learners
U00891,2,0.0,2,4.195,3,0,2,Beginner Learners
U00892,4,0.0,4,4.0375,2,2,3,Career Focused Learners
U00893,12,1271.25,9,2.859166666666667,1,0,1,Premium Power Learners
U00894,3,511.94,3,2.86,2,2,3,Career Focused Learners
U00895,4,548.22,3,4.0225,8,0,4,Quality Seekers
U00896,4,118.46,4,3.3525,2,0,2,Beginner Learners
U00897,1,177.34,1,3.89,5,0,2,Beginner Learners
U00898,12,663.22,8,2.980833333333333,7,1,1,Premium Power Learners
U00899,1,0.0,1,2.01,8,0,0,Inactive Learners
U00900,2,119.04,2,3.34,2,2,3,Career Focused Learners
U00901,1,0.0,1,3.93,2,2,3,Career Focused Learners
U00902,2,248.1,2,1.7000000000000002,0,1,3,Career Focused Learners
U00903,13,1238.72,9,2.9415384615384617,1,0,1,Premium Power Learners
U00904,1,0.0,1,2.14,5,1,0,Inactive Learners
U00905,1,0.0,1,4.45,4,0,2,Beginner Learners
U00906,1,299.57,1,3.74,3,1,3,Career Focused Learners
U00907,12,2048.18,8,3.2266666666666666,1,1,1,Premium Power Learners
U00908,1,0.0,1,3.93,2,2,3,Career Focused Learners
U00909,1,0.0,1,2.88,9,1,0,Inactive Learners
U00910,3,367.14,3,2.0500000000000003,0,1,3,Career Focused Learners
U00911,10,996.65,7,3.318,1,1,1,Premium Power Learners
U00912,1,0.0,1,1.91,2,2,3,Career Focused Learners
U00913,1,57.32,1,4.74,11,0,4,Quality Seekers
U00914,1,0.0,1,4.11,8,2,4,Quality Seekers
U00915,13,1343.61,8,3.1823076923076923,0,1,1,Premium Power Learners
U00916,1,0.0,1,3.02,3,2,3,Career Focused Learners
U00917,15,1319.91,11,3.098,1,0,1,Premium Power Learners
U00918,1,299.57,1,3.74,3,1,3,Career Focused Learners
U00919,14,1415.33,8,2.8007142857142857,1,0,1,Premium Power Learners
U00920,1,0.0,1,4.1,6,2,4,Quality Seekers
U00921,1,487.92,1,3.64,1,0,2,Beginner Learners
U00922,2,0.0,2,1.4,4,0,0,Inactive Learners
U00923,3,511.94,3,1.6833333333333331,2,0,2,Beginner Learners
U00924,1,0.0,1,2.38,2,0,2,Beginner Learners
U00925,2,490.9,2,4.605,0,1,3,Career Focused Learners
U00926,2,342.61,2,4.49,6,1,4,Quality Seekers
U00927,2,0.0,2,3.065,1,0,2,Beginner Learners
U00928,12,1050.48,9,2.85,3,0,1,Premium Power Learners
U00929,4,444.48,3,3.1875,3,0,2,Beginner Learners
U00930,3,534.55,3,3.3233333333333337,0,2,3,Career Focused Learners
U00931,1,117.68,1,2.57,3,0,2,Beginner Learners
U00932,1,57.32,1,4.74,11,0,4,Quality Seekers
U00933,1,0.0,1,2.88,9,1,0,Inactive Learners
U00934,1,0.0,1,4.68,10,1,4,Quality Seekers
U00935,1,0.0,1,3.65,3,1,3,Career Focused Learners
U00936,1,0.0,1,4.44,5,1,4,Quality Seekers
U00937,1,0.0,1,1.81,7,0,0,Inactive Learners
U00938,1,0.0,1,4.51,4,1,4,Quality Seekers
U00939,1,0.0,1,3.6,3,2,3,Career Focused Learners
U00940,1,0.0,1,1.91,2,2,3,Career Focused Learners
U00941,2,285.05,2,1.935,1,1,3,Career Focused Learners
U00942,1,0.0,1,4.14,6,1,4,Quality Seekers
U00943,2,0.0,2,2.195,2,0,2,Beginner Learners
U00944,1,117.68,1,2.57,3,0,2,Beginner Learners
U00945,1,0.0,1,4.68,10,1,4,Quality Seekers
U00946,1,0.0,1,4.72,8,2,4,Quality Seekers
U00947,1,0.0,1,2.14,5,1,0,Inactive Learners
U00948,3,0.0,3,4.223333333333333,6,2,4,Quality Seekers
U00949,4,0.0,3,3.165,7,1,4,Quality Seekers
U00950,1,0.0,1,4.66,5,2,4,Quality Seekers
U00951,2,342.61,2,4.75,5,2,4,Quality Seekers
U00952,2,0.0,2,3.5,1,0,2,Beginner Learners
U00953,3,89.59,3,2.646666666666667,0,2,3,Career Focused Learners
U00954,2,0.0,2,3.36,1,0,2,Beginner Learners
U00955,3,0.0,2,3.3800000000000003,6,0,2,Beginner Learners
U00956,1,327.99,1,1.51,10,1,0,Inactive Learners
U00957,3,212.39,2,2.6733333333333333,11,0,0,Inactive Learners
U00958,2,0.0,1,4.550000000000001,5,1,4,Quality Seekers
U00959,13,1444.05,9,3.110769230769231,7,0,1,Premium Power Learners
U00960,1,0.0,1,2.61,4,0,2,Beginner Learners
U00961,14,1242.93,9,3.251428571428572,0,1,1,Premium Power Learners
U00962,1,0.0,1,3.15,1,0,2,Beginner Learners
U00963,2,0.0,2,2.97,2,0,2,Beginner Learners
U00964,1,0.0,1,2.98,8,0,0,Inactive Learners
U00965,1,0.0,1,2.14,5,1,0,Inactive Learners
U00966,1,0.0,1,2.43,9,2,0,Inactive Learners
U00967,14,816.75,8,3.092142857142857,10,1,1,Premium Power Learners
U00968,2,0.0,2,2.525,7,1,0,Inactive Learners
U00969,1,248.1,1,1.2,0,1,3,Career Focused Learners
U00970,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00971,3,490.9,3,4.12,0,0,2,Beginner Learners
U00972,4,591.3199999999999,4,3.6125,0,1,3,Career Focused Learners
U00973,1,57.32,1,4.74,11,0,4,Quality Seekers
U00974,1,0.0,1,4.66,5,2,4,Quality Seekers
U00975,1,0.0,1,3.32,11,1,4,Quality Seekers
U00976,12,1462.63,9,3.165833333333333,1,0,1,Premium Power Learners
U00977,1,0.0,1,2.98,8,0,0,Inactive Learners
U00978,1,0.0,1,4.51,4,1,4,Quality Seekers
U00979,3,0.0,3,4.1433333333333335,2,1,3,Career Focused Learners
U00980,1,0.0,1,1.59,6,0,0,Inactive Learners
U00981,13,1437.21,9,2.746923076923077,0,0,1,Premium Power Learners
U00982,1,346.71,1,1.23,10,0,0,Inactive Learners
U00983,1,0.0,1,2.0,1,0,2,Beginner Learners
U00984,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00985,1,0.0,1,1.81,7,0,0,Inactive Learners
U00986,2,0.0,1,3.66,2,0,2,Beginner Learners
U00987,1,0.0,1,4.44,5,1,4,Quality Seekers
U00988,1,0.0,1,2.38,2,0,2,Beginner Learners
U00989,12,993.62,9,2.62,1,0,1,Premium Power Learners
U00990,1,0.0,1,4.1,6,2,4,Quality Seekers
U00991,1,89.59,1,2.68,0,2,3,Career Focused Learners
U00992,4,952.31,4,2.8225,1,0,2,Beginner Learners
U00993,1,326.02,1,2.69,1,2,3,Career Focused Learners
U00994,1,0.0,1,4.73,7,2,4,Quality Seekers
U00995,2,0.0,2,2.29,2,0,2,Beginner Learners
U00996,1,0.0,1,4.66,5,2,4,Quality Seekers
U00997,15,460.49,8,3.1686666666666667,4,0,1,Premium Power Learners
U00998,2,327.99,2,2.555,3,1,3,Career Focused Learners
U00999,1,0.0,1,4.51,4,1,4,Quality Seekers
U01000,12,1151.4199999999998,7,3.4483333333333337,7,0,1,Premium Power Learners
U01001,1,0.0,1,3.45,10,2,4,Quality Seekers
U01002,1,0.0,1,3.15,1,0,2,Beginner Learners
U01003,1,0.0,1,2.0,1,0,2,Beginner Learners
U01004,1,415.51,1,3.11,0,2,3,Career Focused Learners
U01005,1,119.04,1,2.75,6,2,3,Career Focused Learners
U01006,2,37.89,2,1.865,9,0,0,Inactive Learners
U01007,1,0.0,1,4.1,6,2,4,Quality Seekers
U01008,2,0.0,2,3.24,3,1,3,Career Focused Learners
U01009,1,0.78,1,3.89,7,0,4,Quality Seekers
U01010,1,0.0,1,2.61,4,0,2,Beginner Learners
U01011,1,248.1,1,1.2,0,1,3,Career Focused Learners
U01012,1,327.99,1,1.51,10,1,0,Inactive Learners
U01013,3,299.57,3,2.803333333333333,1,0,2,Beginner Learners
U01014,3,0.0,3,3.366666666666667,0,0,2,Beginner Learners
U01015,15,1192.84,9,3.234,3,2,1,Premium Power Learners
U01016,2,57.32,2,3.165,6,0,2,Beginner Learners
U01017,2,611.0699999999999,1,2.325,1,1,3,Career Focused Learners
U01018,1,0.0,1,4.14,6,1,4,Quality Seekers
U01019,1,0.0,1,4.14,6,1,4,Quality Seekers
U01020,12,1169.15,9,2.72,0,2,1,Premium Power Learners
U01021,2,0.0,2,3.355,4,1,3,Career Focused Learners
U01022,13,869.3,10,3.6884615384615382,11,2,1,Premium Power Learners
U01023,2,0.0,2,4.22,2,1,3,Career Focused Learners
U01024,3,487.92,2,4.246666666666667,5,0,2,Beginner Learners
U01025,1,490.9,1,4.55,0,1,3,Career Focused Learners
U01026,1,0.0,1,4.14,6,1,4,Quality Seekers
U01027,2,0.0,2,2.3,9,1,0,Inactive Learners
U01028,2,327.99,2,2.195,9,1,0,Inactive Learners
U01029,1,119.04,1,2.75,6,2,3,Career Focused Learners
U01030,1,0.0,1,4.72,8,2,4,Quality Seekers
U01031,13,1539.38,8,3.331538461538462,4,0,1,Premium Power Learners
U01032,14,1389.57,10,3.386428571428571,8,0,1,Premium Power Learners
U01033,13,1830.5,7,3.169230769230769,1,0,1,Premium Power Learners
U01034,12,149.07,7,3.2566666666666664,6,0,1,Premium Power Learners
U01035,3,772.97,2,2.47,1,0,2,Beginner Learners
U01036,1,0.0,1,1.59,6,0,0,Inactive Learners
U01037,1,415.51,1,3.11,0,2,3,Career Focused Learners
U01038,1,342.61,1,4.84,10,2,4,Quality Seekers
U01039,1,0.0,1,4.94,2,1,4,Quality Seekers
U01040,1,285.05,1,1.96,1,1,3,Career Focused Learners
U01041,1,0.0,1,2.67,11,0,0,Inactive Learners
U01042,1,0.0,1,3.45,10,2,4,Quality Seekers
U01043,4,57.32,3,2.515,11,0,0,Inactive Learners
U01044,1,0.0,1,2.67,11,0,0,Inactive Learners
U01045,2,0.0,2,3.24,3,1,3,Career Focused Learners
U01046,1,53.86,1,2.47,6,1,0,Inactive Learners
U01047,1,0.0,1,4.51,4,1,4,Quality Seekers
U01048,1,0.0,1,1.81,7,0,0,Inactive Learners
U01049,2,0.0,1,3.335,3,1,3,Career Focused Learners
U01050,1,0.0,1,1.91,2,2,3,Career Focused Learners
U01051,2,0.0,2,3.23,4,0,2,Beginner Learners
U01052,2,0.0,2,4.62,4,1,4,Quality Seekers
U01053,1,0.0,1,3.02,3,2,3,Career Focused Learners
U01054,2,0.0,2,2.21,4,0,2,Beginner Learners
U01055,1,0.0,1,4.73,7,2,4,Quality Seekers
U01056,2,0.78,2,3.91,2,0,2,Beginner Learners
U01057,1,0.0,1,4.1,6,2,4,Quality Seekers
U01058,2,606.65,2,2.25,2,0,2,Beginner Learners
U01059,1,0.0,1,4.72,8,2,4,Quality Seekers
U01060,1,119.04,1,2.75,6,2,3,Career Focused Learners
U01061,2,342.61,1,4.76,10,1,4,Quality Seekers
U01062,1,0.0,1,4.45,4,0,2,Beginner Learners
U01063,1,0.0,1,2.67,11,0,0,Inactive Learners
U01064,2,487.92,2,4.16,1,0,2,Beginner Learners
U01065,4,327.99,4,2.6575,1,0,2,Beginner Learners
U01066,12,970.17,7,2.953333333333333,3,0,1,Premium Power Learners
U01067,1,0.0,1,1.91,2,2,3,Career Focused Learners
U01068,2,0.0,2,4.2700000000000005,2,1,3,Career Focused Learners
U01069,1,0.0,1,4.94,2,1,4,Quality Seekers
U01070,1,0.0,1,4.14,6,1,4,Quality Seekers
U01071,2,497.44,2,2.555,1,0,2,Beginner Learners
U01072,1,327.99,1,1.51,10,1,0,Inactive Learners
U01073,2,748.65,2,3.73,4,0,2,Beginner Learners
U01074,1,0.0,1,1.59,6,0,0,Inactive Learners
U01075,2,490.9,2,3.935,0,1,3,Career Focused Learners
U01076,1,0.0,1,4.45,4,0,2,Beginner Learners
U01077,2,490.9,2,3.345,0,1,3,Career Focused Learners
U01078,2,0.0,2,2.795,4,0,2,Beginner Learners
U01079,13,37.89,7,2.927692307692308,7,0,1,Premium Power Learners
U01080,1,117.68,1,2.57,3,0,2,Beginner Learners
U01081,1,326.02,1,2.69,1,2,3,Career Focused Learners
U01082,1,0.0,1,4.1,6,2,4,Quality Seekers
U01083,15,1779.54,11,3.182666666666667,3,0,1,Premium Power Learners
U01084,13,2165.78,8,3.315384615384616,0,1,1,Premium Power Learners
U01085,2,119.04,2,2.59,6,2,3,Career Focused Learners
U01086,1,117.68,1,2.57,3,0,2,Beginner Learners
U01087,1,299.57,1,3.74,3,1,3,Career Focused Learners
U01088,2,451.58,2,3.045,2,0,2,Beginner Learners
U01089,1,0.0,1,2.14,5,1,0,Inactive Learners
U01090,2,0.0,2,3.1950000000000003,5,2,3,Career Focused Learners
U01091,2,0.0,2,4.42,7,2,4,Quality Seekers
U01092,15,2119.66,9,3.2646666666666664,0,1,1,Premium Power Learners
U01093,1,0.0,1,3.85,9,1,4,Quality Seekers
U01094,2,285.05,2,3.345,1,1,3,Career Focused Learners
U01095,1,0.0,1,4.51,4,1,4,Quality Seekers
U01096,16,769.7199999999999,7,2.90875,6,0,1,Premium Power Learners
U01097,1,0.0,1,2.67,11,0,0,Inactive Learners
U01098,4,1181.75,3,2.6825,1,0,2,Beginner Learners
U01099,1,0.0,1,4.79,8,0,4,Quality Seekers
U01100,3,0.0,3,2.606666666666667,2,0,2,Beginner Learners
U01101,1,0.0,1,2.01,8,0,0,Inactive Learners
U01102,2,276.37,2,3.83,2,0,2,Beginner Learners
U01103,4,394.26,4,2.905,1,0,2,Beginner Learners
U01104,1,0.78,1,3.89,7,0,4,Quality Seekers
U01105,1,0.0,1,2.38,2,0,2,Beginner Learners
U01106,1,327.99,1,1.51,10,1,0,Inactive Learners
U01107,1,0.0,1,3.64,0,1,3,Career Focused Learners
U01108,4,276.37,4,2.48,0,1,3,Career Focused Learners
U01109,1,0.0,1,2.0,1,0,2,Beginner Learners
U01110,2,37.89,1,1.985,11,0,0,Inactive Learners
U01111,1,0.0,1,1.13,7,1,0,Inactive Learners
U01112,1,212.39,1,3.15,5,0,2,Beginner Learners
U01113,1,487.92,1,3.64,1,0,2,Beginner Learners
U01114,1,0.0,1,3.02,3,2,3,Career Focused Learners
U01115,1,327.99,1,1.51,10,1,0,Inactive Learners
U01116,1,0.0,1,1.59,6,0,0,Inactive Learners
U01117,1,0.0,1,2.43,9,2,0,Inactive Learners
U01118,1,119.04,1,2.75,6,2,3,Career Focused Learners
U01119,1,0.0,1,2.43,9,2,0,Inactive Learners
U01120,1,117.68,1,2.57,3,0,2,Beginner Learners
U01121,1,117.68,1,2.57,3,0,2,Beginner Learners
U01122,2,212.39,1,3.795,5,0,2,Beginner Learners
U01123,15,1720.26,10,2.884666666666667,4,1,1,Premium Power Learners
U01124,3,342.61,3,3.01,4,0,2,Beginner Learners
U01125,2,0.0,2,3.94,1,0,2,Beginner Learners
U01126,2,0.0,2,4.395,8,1,4,Quality Seekers
U01127,3,119.04,3,3.9766666666666666,4,2,3,Career Focused Learners
U01128,2,0.0,2,4.39,6,1,4,Quality Seekers
U01129,1,326.02,1,2.69,1,2,3,Career Focused Learners
U01130,1,53.86,1,2.47,6,1,0,Inactive Learners
U01131,3,0.78,3,2.536666666666666,4,0,2,Beginner Learners
U01132,4,425.44,3,2.615,0,1,3,Career Focused Learners
U01133,1,0.0,1,4.51,4,1,4,Quality Seekers
U01134,3,0.0,3,3.083333333333333,2,0,2,Beginner Learners
U01135,1,0.0,1,2.61,4,0,2,Beginner Learners
U01136,1,212.39,1,3.15,5,0,2,Beginner Learners
U01137,2,487.92,2,2.385,1,0,2,Beginner Learners
U01138,1,89.59,1,2.68,0,2,3,Career Focused Learners
U01139,1,0.0,1,3.85,9,1,4,Quality Seekers
U01140,1,119.04,1,2.75,6,2,3,Career Focused Learners
U01141,1,276.37,1,2.72,4,0,2,Beginner Learners
U01142,2,0.0,2,3.245,7,0,2,Beginner Learners
U01143,14,1018.19,10,2.850714285714286,0,2,1,Premium Power Learners
U01144,2,346.71,2,2.415,3,0,2,Beginner Learners
U01145,1,472.28,1,4.74,9,1,4,Quality Seekers
U01146,13,178.12,9,3.130769230769231,7,0,1,Premium Power Learners
U01147,1,0.0,1,2.43,9,2,0,Inactive Learners
U01148,2,0.0,2,3.3,2,0,2,Beginner Learners
U01149,4,1263.87,3,3.72,1,1,3,Career Focused Learners
U01150,1,53.86,1,2.47,6,1,0,Inactive Learners
U01151,14,1085.16,8,2.6735714285714285,1,1,1,Premium Power Learners
U01152,1,346.71,1,1.23,10,0,0,Inactive Learners
U01153,1,342.61,1,4.84,10,2,4,Quality Seekers
U01154,2,0.0,2,3.125,5,0,2,Beginner Learners
U01155,4,212.39,4,2.525,2,0,2,Beginner Learners
U01156,2,0.0,2,3.34,1,0,2,Beginner Learners
U01157,4,487.92,4,3.355,1,0,2,Beginner Learners
U01158,12,1213.9299999999998,10,3.486666666666667,2,1,1,Premium Power Learners
U01159,1,0.0,1,4.72,8,2,4,Quality Seekers
U01160,4,266.25,4,2.885,5,0,2,Beginner Learners
U01161,1,0.0,1,4.1,6,2,4,Quality Seekers
U01162,1,0.0,1,1.81,7,0,0,Inactive Learners
U01163,13,1719.94,4,3.157692307692308,4,0,1,Premium Power Learners
U01164,1,0.0,1,2.67,11,0,0,Inactive Learners
U01165,2,346.71,2,2.415,3,0,2,Beginner Learners
U01166,2,285.05,2,2.315,1,0,2,Beginner Learners
U01167,11,645.69,9,2.639090909090909,11,0,1,Premium Power Learners
U01168,1,37.89,1,1.3,11,0,0,Inactive Learners
U01169,1,0.0,1,4.73,7,2,4,Quality Seekers
U01170,14,2739.04,8,3.0435714285714286,0,0,1,Premium Power Learners
U01171,1,327.99,1,1.51,10,1,0,Inactive Learners
U01172,3,301.98,3,3.516666666666666,0,2,3,Career Focused Learners
U01173,3,346.71,3,2.6733333333333333,1,0,2,Beginner Learners
U01174,1,89.59,1,2.68,0,2,3,Career Focused Learners
U01175,1,0.0,1,1.52,4,0,0,Inactive Learners
U01176,3,0.0,3,3.823333333333333,0,1,3,Career Focused Learners
U01177,13,538.86,9,3.083076923076923,6,1,1,Premium Power Learners
U01178,2,0.0,2,2.78,2,1,3,Career Focused Learners
U01179,2,594.81,2,1.215,0,0,2,Beginner Learners
U01180,13,1707.59,10,3.05,3,0,1,Premium Power Learners
U01181,1,0.0,1,3.85,9,1,4,Quality Seekers
U01182,3,383.34,3,3.19,1,0,2,Beginner Learners
U01183,2,0.0,2,2.455,6,0,0,Inactive Learners
U01184,1,53.86,1,2.47,6,1,0,Inactive Learners
U01185,2,670.63,2,2.035,2,0,2,Beginner Learners
U01186,1,0.0,1,3.64,0,1,3,Career Focused Learners
U01187,1,0.0,1,2.38,2,0,2,Beginner Learners
U01188,1,0.0,1,1.73,7,2,0,Inactive Learners
U01189,1,0.0,1,4.11,8,2,4,Quality Seekers
U01190,1,0.0,1,4.94,2,1,4,Quality Seekers
U01191,1,472.28,1,4.74,9,1,4,Quality Seekers
U01192,1,0.0,1,4.11,8,2,4,Quality Seekers
U01193,2,487.92,2,2.58,1,0,2,Beginner Learners
U01194,1,0.0,1,2.2,11,1,0,Inactive Learners
U01195,1,487.92,1,3.64,1,0,2,Beginner Learners
U01196,2,277.15,2,3.305,4,0,2,Beginner Learners
U01197,14,632.95,9,3.2135714285714285,2,2,1,Premium Power Learners
U01198,1,0.0,1,1.52,4,0,0,Inactive Learners
U01199,1,0.0,1,2.67,11,0,0,Inactive Learners
U01200,1,0.0,1,2.2,11,1,0,Inactive Learners
U01201,1,177.34,1,3.89,5,0,2,Beginner Learners
U01202,1,0.0,1,4.45,4,0,2,Beginner Learners
U01203,16,1827.61,11,3.033125,1,0,1,Premium Power Learners
U01204,3,0.0,2,1.85,7,0,0,Inactive Learners
U01205,2,330.07,2,2.86,3,0,2,Beginner Learners
U01206,1,37.89,1,1.3,11,0,0,Inactive Learners
U01207,1,0.0,1,4.73,7,2,4,Quality Seekers
U01208,1,0.0,1,4.11,8,2,4,Quality Seekers
U01209,2,0.0,2,3.915,4,1,4,Quality Seekers
U01210,1,0.0,1,4.45,4,0,2,Beginner Learners
U01211,1,490.9,1,4.55,0,1,3,Career Focused Learners
U01212,1,0.0,1,4.45,4,0,2,Beginner Learners
U01213,1,177.34,1,3.89,5,0,2,Beginner Learners
U01214,1,0.0,1,1.81,7,0,0,Inactive Learners
U01215,1,490.9,1,4.55,0,1,3,Career Focused Learners
U01216,1,37.89,1,1.3,11,0,0,Inactive Learners
U01217,1,0.0,1,4.11,8,2,4,Quality Seekers
U01218,1,487.92,1,3.64,1,0,2,Beginner Learners
U01219,1,117.68,1,2.57,3,0,2,Beginner Learners
U01220,1,285.05,1,1.96,1,1,3,Career Focused Learners
U01221,13,1246.52,8,2.833846153846154,0,0,1,Premium Power Learners
U01222,3,415.51,2,3.4766666666666666,2,0,2,Beginner Learners
U01223,1,0.0,1,4.66,5,2,4,Quality Seekers
U01224,11,1662.67,8,2.8445454545454547,0,0,1,Premium Power Learners
U01225,2,0.0,2,3.85,3,2,3,Career Focused Learners
U01226,2,276.37,2,2.0,4,0,2,Beginner Learners
U01227,1,327.99,1,1.51,10,1,0,Inactive Learners
U01228,4,432.15,3,1.5775,2,0,2,Beginner Learners
U01229,2,0.0,2,3.62,0,1,3,Career Focused Learners
U01230,3,37.89,3,3.6566666666666663,2,0,2,Beginner Learners
U01231,14,1794.67,9,3.055,11,0,1,Premium Power Learners
U01232,1,0.0,1,3.65,3,1,3,Career Focused Learners
U01233,11,1564.55,8,3.039090909090909,0,1,1,Premium Power Learners
U01234,1,0.0,1,2.98,8,0,0,Inactive Learners
U01235,14,1659.11,9,3.307857142857143,7,0,1,Premium Power Learners
U01236,1,0.0,1,3.6,3,2,3,Career Focused Learners
U01237,13,1279.42,8,3.447692307692308,3,1,1,Premium Power Learners
U01238,1,0.0,1,3.6,3,2,3,Career Focused Learners
U01239,12,2182.67,9,3.023333333333333,1,1,1,Premium Power Learners
U01240,1,0.0,1,1.81,7,0,0,Inactive Learners
U01241,2,0.0,2,3.225,1,0,2,Beginner Learners
U01242,2,37.89,2,1.84,2,0,2,Beginner Learners
U01243,2,326.02,2,2.65,1,0,2,Beginner Learners
U01244,14,1829.42,11,3.2357142857142853,1,0,1,Premium Power Learners
U01245,1,0.0,1,3.64,0,1,3,Career Focused Learners
U01246,2,0.0,2,2.44,1,0,2,Beginner Learners
U01247,1,0.0,1,3.02,3,2,3,Career Focused Learners
U01248,2,0.78,2,3.25,4,0,2,Beginner Learners
U01249,14,2031.51,9,3.187857142857143,1,1,1,Premium Power Learners
U01250,15,578.35,10,3.1373333333333333,0,0,1,Premium Power Learners
U01251,2,0.0,2,2.49,1,0,2,Beginner Learners
U01252,1,415.51,1,3.11,0,2,3,Career Focused Learners
U01253,1,212.39,1,3.15,5,0,2,Beginner Learners
U01254,1,0.0,1,1.81,7,0,0,Inactive Learners
U01255,4,178.12,4,3.235,1,0,2,Beginner Learners
U01256,1,0.0,1,2.43,9,2,0,Inactive Learners
U01257,2,0.0,2,3.35,2,0,2,Beginner Learners
U01258,4,837.6099999999999,4,2.335,0,1,3,Career Focused Learners
U01259,1,394.26,1,1.35,2,2,3,Career Focused Learners
U01260,1,0.0,1,3.65,3,1,3,Career Focused Learners
U01261,13,1543.8000000000002,10,2.859230769230769,5,0,1,Premium Power Learners
U01262,4,577.51,4,3.2975000000000003,0,2,3,Career Focused Learners
U01263,1,490.9,1,4.55,0,1,3,Career Focused Learners
U01264,1,0.0,1,4.94,2,1,4,Quality Seekers
U01265,2,0.0,2,2.525,2,0,2,Beginner Learners
U01266,14,1950.9,8,2.567142857142857,1,0,1,Premium Power Learners
U01267,14,1581.46,11,2.725714285714285,4,0,1,Premium Power Learners
U01268,13,1192.24,9,3.413846153846154,3,0,1,Premium Power Learners
U01269,1,326.02,1,2.69,1,2,3,Career Focused Learners
U01270,2,0.0,2,3.83,1,0,2,Beginner Learners
U01271,1,0.0,1,1.91,2,2,3,Career Focused Learners
U01272,1,0.0,1,4.45,4,0,2,Beginner Learners
U01273,1,0.0,1,3.64,0,1,3,Career Focused Learners
U01274,1,346.71,1,1.23,10,0,0,Inactive Learners
U01275,1,0.0,1,4.94,2,1,4,Quality Seekers
U01276,2,0.0,2,3.85,3,2,3,Career Focused Learners
U01277,12,177.34,8,3.4341666666666666,2,0,1,Premium Power Learners
U01278,2,89.59,2,3.0,0,1,3,Career Focused Learners
U01279,3,299.57,3,2.786666666666666,3,0,2,Beginner Learners
U01280,12,913.65,7,2.533333333333333,7,1,1,Premium Power Learners
U01281,13,875.9000000000001,10,3.0923076923076924,3,0,1,Premium Power Learners
U01282,3,0.0,3,3.64,4,1,3,Career Focused Learners
U01283,1,0.0,1,1.81,7,0,0,Inactive Learners
U01284,15,2437.75,11,3.1086666666666667,3,0,1,Premium Power Learners
U01285,4,0.78,2,2.8875,7,0,0,Inactive Learners
U01286,13,1821.19,7,3.326923076923077,3,0,1,Premium Power Learners
U01287,12,1971.19,9,3.0658333333333334,0,2,1,Premium Power Learners
U01288,2,177.34,2,3.91,2,0,2,Beginner Learners
U01289,1,0.0,1,2.61,4,0,2,Beginner Learners
U01290,14,506.84,10,2.982142857142857,1,2,1,Premium Power Learners
U01291,1,0.0,1,2.67,11,0,0,Inactive Learners
U01292,1,0.0,1,2.67,11,0,0,Inactive Learners
U01293,1,394.26,1,1.35,2,2,3,Career Focused Learners
U01294,1,0.0,1,2.61,4,0,2,Beginner Learners
U01295,4,395.41,4,3.4475,3,2,3,Career Focused Learners
U01296,1,0.0,1,4.68,10,1,4,Quality Seekers
U01297,1,0.0,1,1.81,7,0,0,Inactive Learners
U01298,1,0.0,1,4.44,5,1,4,Quality Seekers
U01299,1,0.0,1,4.72,8,2,4,Quality Seekers
U01300,1,0.0,1,3.15,1,0,2,Beginner Learners
U01301,1,0.0,1,4.44,5,1,4,Quality Seekers
U01302,2,0.0,2,3.885,4,0,2,Beginner Learners
U01303,2,117.68,2,3.25,2,0,2,Beginner Learners
U01304,2,0.0,2,2.995,5,1,3,Career Focused Learners
U01305,3,0.0,3,2.76,6,0,2,Beginner Learners
U01306,1,0.0,1,2.67,11,0,0,Inactive Learners
U01307,1,0.0,1,4.45,4,0,2,Beginner Learners
U01308,1,0.0,1,2.38,2,0,2,Beginner Learners
U01309,2,0.0,2,2.83,3,0,2,Beginner Learners
U01310,3,0.0,3,3.606666666666667,4,2,3,Career Focused Learners
U01311,1,327.99,1,1.51,10,1,0,Inactive Learners
U01312,1,0.0,1,2.61,4,0,2,Beginner Learners
U01313,3,248.1,3,3.5500000000000003,0,2,3,Career Focused Learners
U01314,2,299.57,2,3.925,3,1,3,Career Focused Learners
U01315,13,1870.02,9,2.9376923076923074,1,0,1,Premium Power Learners
U01316,1,0.0,1,3.15,1,0,2,Beginner Learners
U01317,1,0.0,1,1.59,6,0,0,Inactive Learners
U01318,14,1337.15,11,3.0364285714285715,2,0,1,Premium Power Learners
U01319,1,0.0,1,4.72,8,2,4,Quality Seekers
U01320,4,285.05,4,2.83,1,1,3,Career Focused Learners
U01321,14,852.9399999999999,8,2.7807142857142857,7,0,1,Premium Power Learners
U01322,12,760.6400000000001,8,3.393333333333333,3,0,1,Premium Power Learners
U01323,2,0.0,2,3.65,9,1,4,Quality Seekers
U01324,1,0.0,1,4.66,5,2,4,Quality Seekers
U01325,2,177.34,2,3.25,4,0,2,Beginner Learners
U01326,2,0.78,2,4.275,5,0,2,Beginner Learners
U01327,1,487.92,1,3.64,1,0,2,Beginner Learners
U01328,1,248.1,1,1.2,0,1,3,Career Focused Learners
U01329,1,276.37,1,2.72,4,0,2,Beginner Learners
